candidate,protocol,phase,scene_token,sample_token,timestamp,batch_index,decoder_layer,query_index,query_source,action,previous_action,gap_age,base_positive_evidence,lost_strength,restoration_budget,actual_bonus,motion_gate,source_gate,reliability_gate,previous_source_vector,current_source_vector,previous_center,current_center,current_center_global,velocity_extrapolated_center,predicted_class,predicted_score,write_mask,memory_write,memory_slot,future_1_exists,future_3_exists,future_5_exists,gt_matched,gt_token,gt_class,class_correct,center_distance,velocity_error,tp,fp,first_correct_recovery_frame,false_recovery_duration,memory_pollution_duration,b0_already_matched_gt,improved_gt_match_vs_b0
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,813,propagated,keep,recover,1.0,0.45395299792289734,0.6932687759399414,0.03631623834371567,0.0,0.9817526936531067,1.3638536984217353e-05,0.7055051922798157,"[0.0, 0.0, 0.1713368147611618, 0.0, 0.828663170337677, 0.0]","[0.0, 0.0, 0.0, 0.9999778270721436, 1.3926706742495298e-05, 0.0]","[-19.74859619140625, -29.05224609375, -2.6667823791503906]","[-18.80602264404297, -29.215768814086914, -2.741644859313965]","[632.4680786132812, 1648.7193603515625, 1.0427722930908203]","[-19.74859619140625, -29.05224609375, -2.6667823791503906]",pedestrian,0.0771917775273323,True,True,178,False,False,False,False,,,False,4.155544555063604,,False,True,,4,4,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,814,propagated,keep,recover,1.0,0.48587650060653687,0.63055419921875,0.03887011855840683,0.0,0.9710110425949097,0.00025029134121723473,0.6764797568321228,"[0.0, 0.0, 0.0034290009643882513, 0.0, 0.9965709447860718, 0.0]","[0.0, 0.0, 0.0, 0.9999558925628662, 0.0002502817951608449, 0.0]","[-19.94097900390625, -27.26031494140625, -2.605112075805664]","[-18.763263702392578, -27.53913688659668, -2.683331251144409]","[633.7290649414062, 1647.61279296875, 0.9999165534973145]","[-19.94097900390625, -27.26031494140625, -2.605112075805664]",pedestrian,0.09033199399709702,True,True,134,False,False,False,False,,,False,3.4587141766939116,,False,True,,5,5,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,818,propagated,defer,defer,1.0,0.41662541031837463,0.0,0.0,0.0,0.894273042678833,0.0,0.7504861354827881,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999423027038574, 0.0, 0.0]","[-4.7581787109375, -36.06219482421875, -3.3577804565429688]","[-3.251361846923828, -38.926815032958984, -2.6838176250457764]","[615.0604858398438, 1642.974365234375, 1.5178955793380737]","[-4.94999361038208, -40.426025390625, -3.3577804565429688]",traffic_cone,0.0007420137990266085,False,False,-1,False,False,False,True,cf11445013d14ce98d71c50b898e0744,car,False,1.0618109941085399,1.2786898176248471,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,832,propagated,keep,recover,1.0,0.43065905570983887,0.6755084991455078,0.03445272520184517,0.0,0.9926257729530334,2.540871491873986e-06,0.7136846780776978,"[0.0, 0.0, 0.16723188757896423, 0.0, 0.8327680826187134, 0.0]","[0.0, 0.0, 0.0, 0.9999799728393555, 2.5915453534253174e-06, 0.0]","[-18.66021728515625, -28.797027587890625, -2.641815185546875]","[-18.257164001464844, -29.246440887451172, -2.716996908187866]","[632.0940551757812, 1648.3162841796875, 1.0633819103240967]","[-18.66021728515625, -28.797027587890625, -2.641815185546875]",pedestrian,0.07012967765331268,True,True,206,False,False,False,False,,,False,3.732448802501409,,False,True,,4,4,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,844,propagated,defer,defer,1.0,0.39963680505752563,0.0,0.0,0.0,0.9808704853057861,0.0,0.7439164519309998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999781847000122, 1.9585115751397097e-06, 0.0]","[-29.08685302734375, -45.90350341796875, -4.020925521850586]","[-28.732755661010742, -46.81968688964844, -4.051937580108643]","[625.2706298828125, 1667.6490478515625, 0.8967362642288208]","[-29.08685302734375, -45.90350341796875, -4.020925521850586]",pedestrian,0.050542090088129044,False,False,-1,False,False,False,False,,,False,19.27952516187579,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,850,propagated,defer,defer,1.0,0.32030072808265686,0.0,0.0,0.0,0.9841479063034058,0.0,0.7124527096748352,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999761581420898, 2.47030152422667e-06, 0.0]","[-31.967041015625, -50.252044677734375, -4.237199783325195]","[-31.12366485595703, -50.54778289794922, -4.2516632080078125]","[623.934326171875, 1671.8759765625, 0.9464958906173706]","[-31.967041015625, -50.252044677734375, -4.237199783325195]",pedestrian,0.04531757906079292,False,False,-1,False,False,False,False,,,False,22.56132639445763,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,851,propagated,defer,defer,1.0,0.21416454017162323,0.0,0.0,0.0,0.9816396236419678,0.0,0.7584825158119202,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999737739562988, 0.00011490657925605774, 0.0]","[-32.47955322265625, -48.075164794921875, -4.178779602050781]","[-31.53274917602539, -47.563411712646484, -4.262197494506836]","[626.4850463867188, 1670.2841796875, 0.7612513303756714]","[-32.42082595825195, -47.925228118896484, -4.178779602050781]",traffic_cone,0.006640899460762739,False,False,-1,False,False,False,False,,,False,22.174205847142122,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,867,propagated,defer,defer,4.0,0.38259321451187134,0.0,0.0,0.0,0.9994649887084961,0.0,0.6722702383995056,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999517202377319, 3.979727930623556e-24, 0.0]","[-12.19171142578125, -39.68084716796875, -2.929018020629883]","[-12.076377868652344, -39.87417984008789, -2.829185724258423]","[619.9796142578125, 1650.3636474609375, 1.5234330892562866]","[-12.204913139343262, -39.8906135559082, -2.929018020629883]",pedestrian,0.10117309540510178,False,True,109,False,False,False,False,,,False,4.064992706360987,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,872,propagated,keep,recover,1.0,0.4405752718448639,0.14578771591186523,0.035246022045612335,0.0,0.9756979942321777,0.00013237111852504313,0.7596692442893982,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.9999728202819824, 0.00013236752420198172, 0.0]","[-32.350830078125, -46.662506103515625, -4.207912445068359]","[-31.451061248779297, -47.31062316894531, -4.22960090637207]","[626.6278686523438, 1670.0584716796875, 0.7777506113052368]","[-32.350830078125, -46.662506103515625, -4.207912445068359]",pedestrian,0.057948559522628784,True,False,-1,False,False,False,False,,,False,22.04485258702095,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,879,propagated,defer,defer,3.0,0.4599442780017853,0.0,0.0,0.0,0.9043924808502197,0.0,0.7431285977363586,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999434947967529, 0.0, 0.0]","[-6.4886474609375, -35.5582275390625, -3.2128372192382812]","[-4.8408966064453125, -39.37528991699219, -2.716487407684326]","[615.733154296875, 1644.483154296875, 1.5290902853012085]","[-6.991093158721924, -39.76884460449219, -3.2128372192382812]",bicycle,0.001572981127537787,False,False,-1,False,False,False,False,,,False,2.4224414169817257,,False,True,,0,0,False,False
b0,compound,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,895,propagated,defer,defer,1.0,0.3819344937801361,0.0,0.0,0.0,0.9671435356140137,0.0,0.6983861923217773,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999798536300659, 1.5365602124006728e-08, 0.0]","[-19.68182373046875, -32.239715576171875, -2.984893798828125]","[-18.43376922607422, -32.570987701416016, -2.9297940731048584]","[629.6487426757812, 1650.5855712890625, 1.0523465871810913]","[-19.68182373046875, -32.239715576171875, -2.984893798828125]",pedestrian,0.038329459726810455,False,False,-1,False,False,False,False,,,False,6.467472327474511,,False,True,,0,0,False,False
b0,compound,recovery_1_5,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,1538984239.948316,53,5,734,propagated,defer,defer,4.0,0.3592148423194885,0.0,0.0,0.0,0.9890705347061157,0.0,0.6719799041748047,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999973773956299, 0.0, 0.0]","[4.25897216796875, -42.255615234375, -4.0883941650390625]","[4.978290557861328, -42.07924270629883, -4.1192522048950195]","[732.9564819335938, 1814.997314453125, 0.39811766147613525]","[4.258971214294434, -42.255615234375, -4.0883941650390625]",car,0.002064612228423357,False,False,-1,False,False,False,False,,,False,7.280710532194045,,False,True,,0,0,False,False
b0,compound,recovery_1_5,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,1538984239.948316,53,5,839,propagated,defer,defer,1.0,0.33942317962646484,0.0,0.0,0.0,0.9845809936523438,0.0,0.7781499624252319,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999957084655762, 4.451407165507841e-15, 0.0]","[-12.05364990234375, -27.3321533203125, -2.7439613342285156]","[-12.077186584472656, -26.476722717285156, -2.5326759815216064]","[730.3267211914062, 1791.9896240234375, 1.154712200164795]","[-12.053650856018066, -27.3321533203125, -2.7439613342285156]",pedestrian,0.10873696208000183,False,True,66,False,False,False,False,,,False,3.457534814927602,,False,True,,0,0,False,False
b0,compound,recovery_1_5,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,1538984239.948316,53,5,856,propagated,defer,defer,4.0,0.3411481976509094,0.0,0.0,0.0,0.9897509813308716,0.0,0.6739739179611206,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999973773956299, 0.0, 0.0]","[3.45025634765625, -41.6705322265625, -4.008697509765625]","[3.628875732421875, -40.97541427612305, -4.009803295135498]","[732.8546752929688, 1813.2542724609375, 0.4505249261856079]","[3.4502553939819336, -41.6705322265625, -4.008697509765625]",bicycle,0.001918744295835495,False,False,-1,False,False,False,False,,,False,6.743502038709213,,False,True,,0,0,False,False
b4_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,655,propagated,keep,recover,1.0,0.4015122950077057,0.13503074645996094,0.03212098404765129,0.0,0.9031639695167542,1.0,0.7249476909637451,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.9998990297317505, 0.0, 0.0]","[-4.4727783203125, -17.782318115234375, -1.609182357788086]","[-2.9776039123535156, -20.643585205078125, -1.2705936431884766]","[615.0804443359375, 1642.7197265625, 1.624693751335144]","[-4.49532413482666, -22.27895736694336, -1.609182357788086]",barrier,0.0002472710039000958,True,False,-1,False,False,False,False,,,False,2.1051207313802487,,False,True,,0,0,False,False
b4_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,741,propagated,keep,recover,2.0,0.5837610960006714,0.878535270690918,0.046543899923563004,0.0037735069636255503,0.9931914806365967,1.0,0.7023642063140869,"[0.0, 0.21097926795482635, 0.0, 0.0, 0.0, 0.7890207171440125]","[0.0, 0.0, 0.0, 0.9998669624328613, 0.0, 7.454928059417998e-13]","[9.977294921875, -22.687835693359375, -1.760812759399414]","[9.625144958496094, -22.915246963500977, -1.353546380996704]","[605.2904663085938, 1634.4642333984375, 1.6020662784576416]","[9.977294921875, -22.687835693359375, -1.760812759399414]",traffic_cone,0.12881110608577728,True,True,92,False,False,False,False,,,False,3.4182350206919074,,False,True,,1,1,False,False
b4_zero,camera_crash_5,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,1533151607.548824,8,5,794,propagated,defer,defer,2.0,0.4808596670627594,0.0,0.0,0.0,0.9921633005142212,1.0,0.751109778881073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9997352957725525, 0.0, 7.921597134762787e-14]","[10.986328125, -27.05694580078125, -1.5927963256835938]","[10.62628173828125, -26.645729064941406, -1.1220324039459229]","[601.79052734375, 1636.06103515625, 2.017747402191162]","[10.978666305541992, -26.427589416503906, -1.5927963256835938]",pedestrian,0.14329835772514343,False,True,81,False,False,False,False,,,False,2.661060885650657,,False,True,,0,0,False,False
b4_zero,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,845,propagated,defer,defer,4.0,0.4021035432815552,0.0,0.0,0.0,0.9051268696784973,1.0,0.707398533821106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999837875366211, 0.0, 0.0]","[-3.741241455078125, -28.6231689453125, -2.0000572204589844]","[-3.021137237548828, -26.933744430541992, -1.701688289642334]","[728.7748413085938, 1813.5870361328125, 1.2373195886611938]","[-4.348969459533691, -28.703447341918945, -2.0000572204589844]",pedestrian,0.04718000069260597,False,True,214,False,False,False,False,,,False,5.249272978969507,,False,True,,0,0,False,False
b4_zero,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,847,propagated,defer,defer,4.0,0.3730085790157318,0.0,0.0,0.0,0.9512810111045837,1.0,0.7337639927864075,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999858140945435, 0.0, 0.0]","[-0.79913330078125, -25.07421875, -1.8847236633300781]","[-2.1892127990722656, -23.832046508789062, -1.5966169834136963]","[726.2145385742188, 1811.6458740234375, 1.2116243839263916]","[-1.3860554695129395, -25.162166595458984, -1.8847236633300781]",pedestrian,0.07686594128608704,False,True,148,False,False,False,False,,,False,2.0540606791684795,,False,True,,0,0,False,False
b4_zero,camera_crash_5,recovery_1_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1538984237.446737,48,5,863,propagated,defer,defer,3.0,0.45389285683631897,0.0,0.0,0.0,0.9986007809638977,1.0,0.7944150567054749,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999858140945435, 2.469493343436282e-31, 0.0]","[-5.22808837890625, -23.45391845703125, -1.6957435607910156]","[-5.6976165771484375, -23.041431427001953, -1.5841505527496338]","[728.5009765625, 1808.869873046875, 1.2098486423492432]","[-5.8377861976623535, -23.236135482788086, -1.6957435607910156]",pedestrian,0.017517639324069023,False,False,-1,False,False,False,False,,,False,3.9069552654661805,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,667,propagated,defer,defer,2.0,0.534895122051239,0.0,0.0,0.0,0.955470621585846,1.0,0.7478633522987366,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999524354934692, 7.811714324349948e-31, 0.0]","[-11.931640625, -44.655426025390625, -3.388721466064453]","[-10.52054214477539, -45.53394317626953, -3.2358272075653076]","[614.6259765625, 1652.80322265625, 1.4406269788742065]","[-11.981163024902344, -45.18641662597656, -3.388721466064453]",pedestrian,0.3019450008869171,False,True,12,False,False,False,False,,,False,2.4103093833702816,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,707,propagated,defer,defer,5.0,0.5479990243911743,0.0,0.0,0.0,0.9726881980895996,1.0,0.7533442974090576,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999376535415649, 0.0, 2.4794039614970617e-22]","[9.70806884765625, -40.96099853515625, -2.8972816467285156]","[10.882118225097656, -41.02931213378906, -2.858245372772217]","[604.3899536132812, 1633.471435546875, 1.3197482824325562]","[9.708067893981934, -40.96099853515625, -2.8972816467285156]",traffic_cone,0.17872510850429535,False,True,39,False,False,False,False,,,False,3.4755792212663676,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,710,propagated,defer,defer,2.0,0.41833654046058655,0.0,0.0,0.0,0.9809073805809021,1.0,0.7290025353431702,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999170303344727, 0.0, 1.1970251755496889e-31]","[5.925537109375, -39.5775146484375, -2.454214096069336]","[6.656669616699219, -40.495361328125, -2.5323004722595215]","[607.518310546875, 1636.3602294921875, 1.6579536199569702]","[5.94167423248291, -39.82712173461914, -2.454214096069336]",pedestrian,0.1589176505804062,False,True,50,False,False,False,False,,,False,2.2143631179747394,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,732,propagated,defer,defer,1.0,0.35143932700157166,0.0,0.0,0.0,0.9199654459953308,1.0,0.7748769521713257,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999788999557495, 1.4643947165993154e-10, 0.0]","[-13.349609375, -21.133880615234375, -2.0805606842041016]","[-11.941108703613281, -22.612751007080078, -2.0852510929107666]","[633.1624145507812, 1639.1988525390625, 1.2287741899490356]","[-13.349610328674316, -21.133880615234375, -2.0805606842041016]",pedestrian,0.11187536269426346,False,True,91,False,False,False,False,,,False,2.05467598172712,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,753,propagated,defer,defer,1.0,0.3289138972759247,0.0,0.0,0.0,0.9893819093704224,1.0,0.754801869392395,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999734163284302, 7.775732228765264e-05, 0.0]","[-32.4794921875, -48.074951171875, -4.18267822265625]","[-31.804555892944336, -48.35363006591797, -4.2060394287109375]","[626.05517578125, 1670.9951171875, 0.8676110506057739]","[-32.4794921875, -48.074951171875, -4.18267822265625]",pedestrian,0.08882606029510498,False,True,125,False,False,False,False,,,False,22.606385854359715,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,769,propagated,keep,recover,1.0,0.47571316361427307,0.9273233413696289,0.038057051599025726,0.0,0.9912025928497314,1.0,0.6734443306922913,"[0.02162541076540947, 0.0, 0.3686997890472412, 0.0, 0.6096748113632202, 0.0]","[0.0, 0.0, 0.0, 0.9999756813049316, 3.2694402761990204e-05, 0.0]","[-18.08465576171875, -26.366912841796875, -2.5248031616210938]","[-17.502666473388672, -26.67456817626953, -2.6167283058166504]","[633.5875244140625, 1646.08935546875, 1.0011202096939087]","[-18.08465576171875, -26.366912841796875, -2.5248031616210938]",pedestrian,0.11955898255109787,True,True,85,False,False,False,False,,,False,2.145339593556357,,False,True,,5,5,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,780,propagated,keep,recover,1.0,0.3551958203315735,0.36919403076171875,0.02841566503047943,0.0,0.9770292043685913,1.0,0.6860455274581909,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.9999438524246216, 0.00020847388077527285, 0.0]","[-15.84613037109375, -21.257293701171875, -2.169321060180664]","[-14.95621109008789, -21.855361938476562, -2.280200958251953]","[635.6665649414062, 1641.0396728515625, 1.020782709121704]","[-15.84613037109375, -21.257293701171875, -2.169321060180664]",pedestrian,0.10375380516052246,True,True,105,False,False,False,False,,,False,2.9936083265691322,,False,True,,5,5,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,793,propagated,keep,recover,1.0,0.5489917993545532,0.7778482437133789,0.04391934350132942,0.0,0.9803204536437988,1.0,0.678406834602356,"[0.0, 0.0, 0.15095186233520508, 0.0, 0.8490481376647949, 0.0]","[0.0, 0.0, 0.0, 0.9999592304229736, 0.00023189863713923842, 0.0]","[-20.38836669921875, -28.280242919921875, -2.7093467712402344]","[-19.686017990112305, -28.98333168029785, -2.787844657897949]","[633.2081298828125, 1649.2489013671875, 0.9920631647109985]","[-20.38836669921875, -28.280242919921875, -2.7093467712402344]",pedestrian,0.10531780868768692,True,True,100,False,False,False,False,,,False,4.804352636220617,,False,True,,4,4,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,819,propagated,defer,defer,1.0,0.41558220982551575,0.0,0.0,0.0,0.9737456440925598,1.0,0.7547460198402405,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.9999525547027588, 2.052002746662258e-35, 0.0]","[-9.8804931640625, -45.540679931640625, -3.591329574584961]","[-8.847858428955078, -46.243125915527344, -3.300858974456787]","[613.00830078125, 1651.974609375, 1.4004942178726196]","[-9.954071998596191, -46.094207763671875, -3.591329574584961]",pedestrian,0.12972122430801392,False,True,75,False,False,False,False,,,False,2.201443134825381,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,848,propagated,keep,recover,1.0,0.4912019371986389,0.6324801445007324,0.03929615393280983,0.0,0.9701224565505981,1.0,0.673323929309845,"[0.0, 0.0, 0.003476035315543413, 0.0, 0.996523916721344, 0.0]","[0.0, 0.0, 0.0, 0.9999570846557617, 0.0002391035814071074, 0.0]","[-19.94085693359375, -27.259552001953125, -2.6177825927734375]","[-18.74658203125, -27.548131942749023, -2.7019011974334717]","[633.7107543945312, 1647.606689453125, 0.9817436933517456]","[-19.94085693359375, -27.259552001953125, -2.6177825927734375]",pedestrian,0.09472967684268951,True,True,112,False,False,False,False,,,False,3.4445528171137325,,False,True,,5,5,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,852,propagated,keep,recover,1.0,0.4438747763633728,0.6793460845947266,0.03550998121500015,0.0,0.9756314754486084,1.0,0.7146987318992615,"[0.0, 0.0, 0.16803978383541107, 0.0, 0.8319602012634277, 0.0]","[0.0, 0.0, 0.0, 0.9999802112579346, 3.0793287351116305e-06, 0.0]","[-19.42803955078125, -29.4344482421875, -2.708852767944336]","[-18.329002380371094, -29.276660919189453, -2.736009359359741]","[632.1161499023438, 1648.3917236328125, 1.046981692314148]","[-19.42803955078125, -29.4344482421875, -2.708852767944336]",pedestrian,0.07480888068675995,True,True,193,False,False,False,False,,,False,3.8081524884405913,,False,True,,4,4,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,855,propagated,keep,recover,1.0,0.44962969422340393,0.6947793960571289,0.03597037494182587,0.0,0.9800726771354675,1.0,0.7089340686798096,"[0.0, 0.0, 0.1706826537847519, 0.0, 0.8293173313140869, 0.0]","[0.0, 0.0, 0.0, 0.9999786615371704, 1.1392180567781907e-05, 0.0]","[-19.7484130859375, -29.05120849609375, -2.684326171875]","[-18.773468017578125, -29.276166915893555, -2.7571537494659424]","[632.4003295898438, 1648.733642578125, 1.0305705070495605]","[-19.7484130859375, -29.05120849609375, -2.684326171875]",pedestrian,0.0774056687951088,True,True,175,False,False,False,False,,,False,4.163656976155736,,False,True,,4,4,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,890,propagated,keep,recover,1.0,0.49415889382362366,0.6374764442443848,0.03953270986676216,0.0,0.9599435329437256,1.0,0.6916877627372742,"[0.0, 0.0, 3.4270948390258127e-07, 0.0, 0.9999996423721313, 0.0]","[0.0, 0.0, 0.0, 0.9999362230300903, 0.0007219460676424205, 0.0]","[-21.92474365234375, -29.559173583984375, -2.7761707305908203]","[-20.495725631713867, -29.55375862121582, -2.819962978363037]","[633.287841796875, 1650.236572265625, 1.002838134765625]","[-21.92474365234375, -29.559173583984375, -2.7761707305908203]",pedestrian,0.07091739773750305,True,True,210,False,False,False,False,,,False,5.784602439222537,,False,True,,4,4,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,892,propagated,keep,recover,1.0,0.39357230067253113,0.5133457183837891,0.03148578479886055,0.0,0.9864222407341003,1.0,0.6803586483001709,"[0.0, 0.0, 0.03890733793377876, 0.0, 0.9610927104949951, 0.0]","[0.0, 0.0, 0.0, 0.9999805688858032, 1.9024612356588477e-06, 0.0]","[-16.10150146484375, -24.071533203125, -2.2962398529052734]","[-15.352943420410156, -24.61188316345215, -2.351902723312378]","[633.803466796875, 1643.1085205078125, 1.1188358068466187]","[-16.16623306274414, -24.474031448364258, -2.2962398529052734]",pedestrian,0.04891287162899971,True,False,-1,False,False,False,False,,,False,2.2847766055493235,,False,True,,0,0,False,False
b4_zero,camera_crash_10,recovery_1_5,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,1533151609.947025,13,5,898,propagated,defer,defer,1.0,0.3851655423641205,0.0,0.0,0.0,0.9688519239425659,1.0,0.6921401619911194,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.999980092048645, 1.6859406315461456e-08, 0.0]","[-19.68182373046875, -32.2396240234375, -2.986356735229492]","[-18.466697692871094, -32.56098175048828, -2.9376635551452637]","[629.6771850585938, 1650.6048583984375, 1.0442415475845337]","[-19.68182373046875, -32.2396240234375, -2.986356735229492]",pedestrian,0.041386786848306656,False,False,-1,False,False,False,False,,,False,6.47485739373004,,False,True,,0,0,False,False
