deduplicated_event_id,protocol,scene_token,sample_token,identity,query_source,timestamp,candidate_count,candidates,r2_a_zero,r2_b_zero,r2_a_50iter,r2_b_50iter
110,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.8558349609375, 1650.309814453125, 0.9565786123275757]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
111,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[633.8565063476562, 1650.317626953125, 0.9594136476516724]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
112,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.2635498046875, 1649.1612548828125, 0.9210184812545776]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
113,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.266357421875, 1649.1651611328125, 0.9219313859939575]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
114,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.3922729492188, 1645.0235595703125, 0.9579063653945923]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
115,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.3948974609375, 1645.0340576171875, 0.9551546573638916]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
116,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.5640258789062, 1647.585205078125, 0.8788493871688843]",base,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
117,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.5726318359375, 1647.61962890625, 0.8793364763259888]",base,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
118,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.6260375976562, 1647.054443359375, 0.9575365781784058]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
119,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[634.6339111328125, 1647.0548095703125, 0.9594732522964478]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
120,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[636.306396484375, 1641.926513671875, 0.9687402248382568]",propagated,1533151610.447,2,r2_a_zero|r2_b_zero,True,True,False,False
121,camera_crash_10,fcbccedd61424f1b85dcbf8f897f9754,f753d3f87e5b40af87ff2cbf7c8e7082,"pedestrian:[636.3292236328125, 1641.9400634765625, 0.9704389572143555]",propagated,1533151610.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
122,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,1549e245295746028d52a8225503af6c,propagated,1538984237.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
123,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,4568d80512604a31a3adc93ff236bf5a,propagated,1538984237.447,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
124,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,"pedestrian:[726.204345703125, 1811.6407470703125, 1.2082812786102295]",propagated,1538984237.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
125,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,"pedestrian:[726.2145385742188, 1811.6458740234375, 1.2116243839263916]",propagated,1538984237.447,2,r2_a_zero|r2_b_zero,True,True,False,False
126,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,"pedestrian:[728.5009765625, 1808.869873046875, 1.2098486423492432]",propagated,1538984237.447,2,r2_a_zero|r2_b_zero,True,True,False,False
127,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,"pedestrian:[728.5225830078125, 1808.8638916015625, 1.204956293106079]",propagated,1538984237.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
128,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,"pedestrian:[728.7748413085938, 1813.5870361328125, 1.2373195886611938]",propagated,1538984237.447,2,r2_a_zero|r2_b_zero,True,True,False,False
129,camera_crash_5,325cef682f064c55a255f2625c533b75,5b7cb170eee6468aa1fdbd3abcf63c5a,"pedestrian:[728.7802734375, 1813.59521484375, 1.2356889247894287]",propagated,1538984237.447,2,r2_a_50iter|r2_b_50iter,False,False,True,True
130,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,0cab2896be4349ed88f59c84642e4b87,base,1538984237.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
131,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[726.0220947265625, 1810.082275390625, 1.1984386444091797]",propagated,1538984237.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
132,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[726.0294189453125, 1810.076171875, 1.1986182928085327]",propagated,1538984237.947,2,r2_a_zero|r2_b_zero,True,True,False,False
133,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[727.1399536132812, 1811.2984619140625, 1.2211594581604004]",propagated,1538984237.947,2,r2_a_zero|r2_b_zero,True,True,False,False
134,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[727.1425170898438, 1811.306396484375, 1.2209571599960327]",propagated,1538984237.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
135,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[728.5361328125, 1809.3067626953125, 1.2673932313919067]",base,1538984237.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
136,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[728.5363159179688, 1809.3067626953125, 1.2680362462997437]",base,1538984237.947,2,r2_a_zero|r2_b_zero,True,True,False,False
137,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[729.100830078125, 1812.48291015625, 1.0932884216308594]",base,1538984237.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
138,camera_crash_5,325cef682f064c55a255f2625c533b75,d8251bbc2105497ab8ec80827d4429aa,"pedestrian:[729.1123657226562, 1812.48388671875, 1.0924137830734253]",base,1538984237.947,2,r2_a_zero|r2_b_zero,True,True,False,False
139,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,796b1988dd254f74bf2fb19ba9c5b8c6,"pedestrian:[601.7750244140625, 1638.2835693359375, 2.116011381149292]",propagated,1533151609.048,1,r2_a_50iter,False,False,True,False
140,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,796b1988dd254f74bf2fb19ba9c5b8c6,"pedestrian:[601.778076171875, 1638.2890625, 2.11295485496521]",propagated,1533151609.048,1,r2_a_zero,True,False,False,False
141,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,5db23fd0e3e04ee5b67ef422e0587c05,base,1533151608.048,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
142,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,ceb756ea79d746f391bac2cbc7b8a9be,base,1533151608.048,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
143,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,e891b3d6e16345b98532385e3a092bec,base,1533151608.048,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
144,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,ead8e7366a4e42b68b1f4dc053697652,base,1533151608.048,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
145,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,"pedestrian:[600.5948486328125, 1638.53662109375, 2.1844496726989746]",propagated,1533151608.048,2,r2_a_zero|r2_b_zero,True,True,False,False
146,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,"pedestrian:[600.6345825195312, 1638.5826416015625, 2.1838202476501465]",propagated,1533151608.048,2,r2_a_50iter|r2_b_50iter,False,False,True,True
147,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,"pedestrian:[600.7971801757812, 1636.377685546875, 2.142906665802002]",propagated,1533151608.048,2,r2_a_50iter|r2_b_50iter,False,False,True,True
148,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,"pedestrian:[600.84765625, 1636.41796875, 2.1423044204711914]",propagated,1533151608.048,2,r2_a_zero|r2_b_zero,True,True,False,False
149,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,"traffic_cone:[604.3856811523438, 1633.4454345703125, 1.8536357879638672]",propagated,1533151608.048,2,r2_a_zero|r2_b_zero,True,True,False,False
150,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,a98fba72bde9433fb882032d18aedb2e,"traffic_cone:[604.4108276367188, 1633.4571533203125, 1.850250005722046]",propagated,1533151608.048,2,r2_a_50iter|r2_b_50iter,False,False,True,True
151,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,"pedestrian:[601.4658203125, 1639.532470703125, 2.194276809692383]",propagated,1533151608.548,1,r2_a_zero,True,False,False,False
152,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,"pedestrian:[601.4677734375, 1639.52783203125, 2.1944985389709473]",propagated,1533151608.548,1,r2_a_50iter,False,False,True,False
153,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,09ed64da038c4baba2468c94874e1e19,propagated,1533151607.549,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
154,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,101185cd967c4b039511966867bd0c55,propagated,1533151607.549,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
155,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,9e8c9ceb4d984442b41fcc25342df4b4,propagated,1533151607.549,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
156,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,aa0ab0cab40d4467aa12cd5c491829d3,propagated,1533151607.549,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
157,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,"barrier:[615.0804443359375, 1642.7197265625, 1.624693751335144]",propagated,1533151607.549,2,r2_a_zero|r2_b_zero,True,True,False,False
158,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,"barrier:[615.1172485351562, 1642.69189453125, 1.6269035339355469]",propagated,1533151607.549,2,r2_a_50iter|r2_b_50iter,False,False,True,True
159,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,"pedestrian:[601.79052734375, 1636.06103515625, 2.017747402191162]",propagated,1533151607.549,2,r2_a_zero|r2_b_zero,True,True,False,False
160,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,"pedestrian:[601.795654296875, 1636.050048828125, 2.018500804901123]",propagated,1533151607.549,2,r2_a_50iter|r2_b_50iter,False,False,True,True
161,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,"traffic_cone:[605.2904663085938, 1634.4642333984375, 1.6020662784576416]",propagated,1533151607.549,2,r2_a_zero|r2_b_zero,True,True,False,False
162,camera_crash_5,fcbccedd61424f1b85dcbf8f897f9754,fa65a298c01f44e7a182bbf9e5fe3697,"traffic_cone:[605.2908325195312, 1634.4642333984375, 1.6013104915618896]",propagated,1533151607.549,2,r2_a_50iter|r2_b_50iter,False,False,True,True
163,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,32beeedcb9c44706802f47214e2c1d8f,base,1538984240.448,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
164,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,a146d0e0204643deb471d728e0243ddc,propagated,1538984240.448,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
165,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"car:[733.1473388671875, 1809.8349609375, 1.2802444696426392]",base,1538984240.448,2,r2_a_zero|r2_b_zero,True,True,False,False
166,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"car:[733.222412109375, 1809.716552734375, 1.3000162839889526]",base,1538984240.448,2,r2_a_50iter|r2_b_50iter,False,False,True,True
167,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"car:[733.2279663085938, 1814.5367431640625, 1.438416838645935]",base,1538984240.448,2,r2_a_zero|r2_b_zero,True,True,False,False
168,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"car:[733.25048828125, 1814.5081787109375, 1.4405790567398071]",base,1538984240.448,2,r2_a_50iter|r2_b_50iter,False,False,True,True
169,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"pedestrian:[715.1368408203125, 1787.043212890625, 1.3189963102340698]",propagated,1538984240.448,2,r2_a_50iter|r2_b_50iter,False,False,True,True
170,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"pedestrian:[715.1460571289062, 1787.0455322265625, 1.3202738761901855]",propagated,1538984240.448,2,r2_a_zero|r2_b_zero,True,True,False,False
171,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"pedestrian:[730.4161376953125, 1791.9517822265625, 1.313266634941101]",base,1538984240.448,2,r2_a_50iter|r2_b_50iter,False,False,True,True
172,compound,325cef682f064c55a255f2625c533b75,609d5177362340458a3bfd4949cd1e64,"pedestrian:[730.426025390625, 1791.9608154296875, 1.3180335760116577]",base,1538984240.448,2,r2_a_zero|r2_b_zero,True,True,False,False
173,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,0b4e0eb8ab06454d8904248794faa095,propagated,1538984239.948,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
174,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,26ae4a920a9c4457909454cd8a84c959,propagated,1538984239.948,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
175,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,293abeb43b2a439abcd4ff08b981eeb9,propagated,1538984239.948,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
176,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,"bicycle:[732.8453979492188, 1813.2744140625, 0.4451826810836792]",propagated,1538984239.948,2,r2_a_50iter|r2_b_50iter,False,False,True,True
177,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,"bicycle:[732.8546752929688, 1813.2542724609375, 0.4505249261856079]",propagated,1538984239.948,2,r2_a_zero|r2_b_zero,True,True,False,False
178,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,"car:[732.9468994140625, 1815.0064697265625, 0.39183151721954346]",propagated,1538984239.948,2,r2_a_50iter|r2_b_50iter,False,False,True,True
179,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,"car:[732.9564819335938, 1814.997314453125, 0.39811766147613525]",propagated,1538984239.948,2,r2_a_zero|r2_b_zero,True,True,False,False
180,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,"pedestrian:[730.3248291015625, 1791.9886474609375, 1.155726671218872]",propagated,1538984239.948,2,r2_a_50iter|r2_b_50iter,False,False,True,True
181,compound,325cef682f064c55a255f2625c533b75,61a7bd24f88a46c2963280d8b13ac675,"pedestrian:[730.3267211914062, 1791.9896240234375, 1.154712200164795]",propagated,1538984239.948,2,r2_a_zero|r2_b_zero,True,True,False,False
182,compound,325cef682f064c55a255f2625c533b75,a19a80c905674faab7203a3a4e0f5246,"pedestrian:[730.1113891601562, 1795.12744140625, 1.873913049697876]",base,1538984241.448,1,r2_a_50iter,False,False,True,False
183,compound,325cef682f064c55a255f2625c533b75,a19a80c905674faab7203a3a4e0f5246,"pedestrian:[730.1424560546875, 1795.0777587890625, 1.856831669807434]",base,1538984241.448,1,r2_a_zero,True,False,False,False
184,compound,325cef682f064c55a255f2625c533b75,b1303058fa624645b753d7283d70de45,"pedestrian:[729.2703247070312, 1795.9935302734375, 1.7227611541748047]",propagated,1538984240.948,1,r2_a_50iter,False,False,True,False
185,compound,325cef682f064c55a255f2625c533b75,b1303058fa624645b753d7283d70de45,"pedestrian:[729.275146484375, 1796.005126953125, 1.722977638244629]",propagated,1538984240.948,1,r2_a_zero,True,False,False,False
186,compound,fcbccedd61424f1b85dcbf8f897f9754,0a0d6b8c2e884134a3b48df43d54c36a,26bff5d4630648b1b6098b9686ceb66d,propagated,1533151611.447,2,r2_a_50iter|r2_a_zero,True,False,True,False
187,compound,fcbccedd61424f1b85dcbf8f897f9754,0a0d6b8c2e884134a3b48df43d54c36a,76d8cb46cc974417a48dbe0dd2475072,propagated,1533151611.447,1,r2_a_zero,True,False,False,False
188,compound,fcbccedd61424f1b85dcbf8f897f9754,0a0d6b8c2e884134a3b48df43d54c36a,ca8a7df86d6a4da18f32807ba2b74fe0,propagated,1533151611.447,1,r2_a_50iter,False,False,True,False
189,compound,fcbccedd61424f1b85dcbf8f897f9754,0a0d6b8c2e884134a3b48df43d54c36a,f5c91bd47b4c4888bcd88928a18e9411,propagated,1533151611.447,2,r2_a_50iter|r2_a_zero,True,False,True,False
190,compound,fcbccedd61424f1b85dcbf8f897f9754,0a0d6b8c2e884134a3b48df43d54c36a,"pedestrian:[633.202392578125, 1649.4302978515625, 0.9948129653930664]",base,1533151611.447,1,r2_a_zero,True,False,False,False
191,compound,fcbccedd61424f1b85dcbf8f897f9754,0a0d6b8c2e884134a3b48df43d54c36a,"pedestrian:[635.6383666992188, 1641.1741943359375, 0.9861264228820801]",base,1533151611.447,1,r2_a_50iter,False,False,True,False
192,compound,fcbccedd61424f1b85dcbf8f897f9754,0a0d6b8c2e884134a3b48df43d54c36a,"pedestrian:[637.7755126953125, 1643.9786376953125, 0.9568506479263306]",propagated,1533151611.447,1,r2_a_50iter,False,False,True,False
193,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,40510ce822614183a46ea070927b1c35,propagated,1533151610.947,2,r2_a_50iter|r2_a_zero,True,False,True,False
194,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,a99ef7b74b354895aa2c60a68b33e333,propagated,1533151610.947,2,r2_a_50iter|r2_a_zero,True,False,True,False
195,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,f2924215f98a4e8b82d61823f687548a,propagated,1533151610.947,2,r2_a_50iter|r2_a_zero,True,False,True,False
196,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[633.3788452148438, 1649.873046875, 1.0134577751159668]",propagated,1533151610.947,1,r2_a_zero,True,False,False,False
197,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[633.7146606445312, 1647.2198486328125, 0.9886120557785034]",base,1533151610.947,1,r2_a_zero,True,False,False,False
198,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[633.72998046875, 1647.182373046875, 0.9809008836746216]",base,1533151610.947,1,r2_a_50iter,False,False,True,False
199,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[635.624267578125, 1641.4071044921875, 0.9764482975006104]",propagated,1533151610.947,1,r2_a_50iter,False,False,True,False
200,compound,fcbccedd61424f1b85dcbf8f897f9754,b22fa0b3c34f47b6a360b60f35d5d567,"pedestrian:[637.471923828125, 1643.1983642578125, 1.026747703552246]",propagated,1533151610.947,1,r2_a_50iter,False,False,True,False
201,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,0e9b314c6a1f41189116b67fb257d8ba,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
202,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,16a95164fcdd44e99cf99a93dd13b017,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
203,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,2f009793dd694578990c045dc8c77e31,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
204,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,4eb1a864acc24ef89aa487d5002cc071,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
205,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,7a0cca0f12d547518dd80d8df2c501bb,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
206,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,84b1b1dde33e44bea0d99dc3094fd49a,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
207,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,b73d145dba9145689b3ff2621c381fe4,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
208,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,bff8170575c24b5d8714061f5349892b,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
209,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"bicycle:[615.733154296875, 1644.483154296875, 1.5290902853012085]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
210,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"bicycle:[615.756103515625, 1644.56005859375, 1.5308295488357544]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
211,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,c97be344ac4143ffa69b0b5ed22f31c2,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
212,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,cf11445013d14ce98d71c50b898e0744,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
213,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,e833662c5eb64d2580f877fee97117c5,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
214,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,ebc5a02f9ea64bbd9f3ccc3b84563d35,propagated,1533151609.947,4,r2_a_50iter|r2_a_zero|r2_b_50iter|r2_b_zero,True,True,True,True
215,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[607.322998046875, 1636.4130859375, 1.7365096807479858]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
216,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[607.8574829101562, 1636.221435546875, 1.6356803178787231]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
217,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[609.1365966796875, 1635.79931640625, 1.6596835851669312]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
218,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[613.0381469726562, 1651.989990234375, 1.4392491579055786]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
219,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[613.0742797851562, 1651.987060546875, 1.4682210683822632]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
220,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[614.5350341796875, 1652.77685546875, 1.4829195737838745]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
221,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[614.5626220703125, 1652.8304443359375, 1.4728437662124634]",propagated,1533151609.947,2,r2_a_50iter|r2_b_50iter,False,False,True,True
222,compound,fcbccedd61424f1b85dcbf8f897f9754,de7593d76648450e947ba0c203dee1b0,"pedestrian:[619.9796142578125, 1650.3636474609375, 1.5234330892562866]",propagated,1533151609.947,2,r2_a_zero|r2_b_zero,True,True,False,False
